filename,width,height,class,xmin,ymin,xmax,ymax
1200px-F-35A_flight.jpg,1200,798,military aircraft,448,241,736,414
1200px-F-35A_flight.jpg,1200,798,military aircraft,245,198,476,286
1200px-F-35A_flight.jpg,1200,798,military aircraft,139,141,365,242
1200px-FV101_Scorpion_Megapixie.jpg,1200,851,military tank,42,31,1161,776
1200px-LAFD_Bell_412_28cropped29.jpg,1200,825,military helicopter,76,121,1053,718
1200px-Leopard1_Bundeswehr_1983-780x476.jpg,780,476,military tank,178,207,661,465
1200px-Leopard_2_A5_der_Bundeswehr.jpg,1200,803,military tank,58,366,1125,604
1200px-Leopard_2_A5_der_Bundeswehr.jpg,1200,803,military tank,565,165,859,290
1200px-Leopard_2_A5_der_Bundeswehr.jpg,1200,803,military tank,149,210,560,352
1200px-M24_Chaffee_33314_4CV_pic07JPG.jpg,1200,900,military tank,59,112,1143,765
1200px-M60_Patton_Tank_Fort_Lewis_Military_Museum(1).jpg,1200,675,military tank,88,135,1174,536
1200px-MAKS_Airshow_2013_28Ramenskoye_Airport2C_Russia29_28521-0529.jpg,1200,779,military truck,63,179,1185,741
1200px-Mercedes-Benz-Museum_2015-01_by-RaBoe_187.jpg,1200,797,military truck,244,68,1017,720
1200px-Mercedes-Benz-Museum_2015-01_by-RaBoe_187.jpg,1200,797,civilian car,5,222,222,501
1200px-Mounted_Soldier_System_28MSS29.jpg,1200,670,military tank,40,196,1041,603
1200px-N535US_281227479809329.jpg,1200,825,civilian aircraft,38,318,1086,554
1200px-N535US_281227479809329.jpg,1200,825,civilian aircraft,298,52,1073,292
1200px-Northwest_N756NW_DC9JPG.jpg,1200,803,civilian aircraft,25,232,1176,559
1200px-OH-58D_Kiowa_Treetop.jpg,1200,787,military helicopter,18,161,956,546
1200px-OT-64_SKOT.jpg,1200,900,military tank,149,247,986,760
1200px-OT-64_SKOT.jpg,1200,900,military tank,860,270,1184,675
1200px-RAF_Eurofighter_EF-2000_Typhoon_F2_Lofting-1.jpg,1200,796,military aircraft,66,221,1171,642
1200px-Ram_II_tank_Base_Borden_front.jpg,1200,900,military tank,316,137,1022,736
1200px-Ram_II_tank_Base_Borden_front.jpg,1200,900,military tank,7,279,322,666
1200px-Russian_Air_Force_Mi-26_Beltyukov.jpg,1200,799,military aircraft,33,268,1149,554
1200px-Saab_340_G-LGNC_IMG_3425_281171207289329.jpg,1200,846,civilian aircraft,15,274,1176,587
1200px-Sikorsky_S_70A_Firehawk_28cropped29.jpg,1200,720,military helicopter,28,141,1113,553
1200px-SPYDER.jpg,1200,951,military truck,80,90,1145,892
1200px-Stridsvagn_103_Revinge_2013-1.jpg,1200,812,military tank,82,227,1136,635
1200px-T-55_4.jpg,1200,695,military tank,158,93,1124,593
1200px-T-80_tank2C_Engineering_Technologies_2010(1).jpg,1200,800,military tank,69,184,1154,727
1200px-TankAltayT1_28129.jpg,1200,900,military tank,50,11,1144,453
1200px-Toyota_FCV_reveal_25_June_2014_-_by_Bertel_Schmitt_02.jpg,1200,800,civilian car,164,418,1015,703
1200px-Type_69-II_Iraq.jpg,1200,812,military tank,35,268,1132,731
1200px-UH-60_2nd_Squadron2C_2nd_Cavalry_Regiment_28cropped29.jpg,1199,836,military helicopter,4,197,1046,699
1200px-US_Navy_051105-F-5480T-005_An_F-14D_Tomcat_conducts_a_mission_over_the_Persian_Gulf-region.jpg,1200,867,military aircraft,60,109,1140,773
1200px-VW_Polo_airbagged.jpg,1200,604,civilian car,143,226,1054,551
1200px-Waymo_Chrysler_Pacifica_in_Los_Altos2C_2017.jpg,1200,649,civilian car,157,93,971,563
1200px-Waymo_Chrysler_Pacifica_in_Los_Altos2C_2017.jpg,1200,649,civilian car,983,224,1148,316
1200px-Waymo_Chrysler_Pacifica_in_Los_Altos2C_2017.jpg,1200,649,civilian car,810,192,930,284
1200px-Waymo_Chrysler_Pacifica_in_Los_Altos2C_2017.jpg,1200,649,civilian car,50,236,177,338
1200px-Yuma_Proving_Ground2C_Arizona_284218834250429(1).jpg,1200,940,military tank,54,145,1127,829
12022557_1631786917110661_1189723371028766091_o.jpg,1498,700,military helicopter,570,165,1418,411
12022557_1631786917110661_1189723371028766091_o.jpg,1498,700,military helicopter,216,273,770,475
120249379-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1143,military tank,128,161,1217,598
120249379-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1143,military tank,90,665,1215,1051
120249435-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,962,military tank,51,67,1245,430
120249435-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,962,military tank,76,496,1225,871
120249460-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1154,military tank,81,40,1182,534
120249460-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1154,military tank,85,579,1200,1082
120249525-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,866,military tank,74,54,1216,388
120249525-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,866,military tank,69,433,1217,809
120312_6606.jpg,740,492,military tank,329,205,717,442
120312_6606.jpg,740,492,military tank,138,228,392,363
120312_6606.jpg,740,492,military tank,123,278,197,323
120696131-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1251,military tank,141,59,1156,588
120696131-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1251,military tank,123,637,1173,1193
120696132-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1235,military tank,129,49,1164,584
120696132-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1235,military tank,108,630,1181,1165
1219-PorscheSpecials-Used-Macan-Desktop.jpg,1800,760,civilian car,973,180,1753,609
122381400-fighter-jet-plane-in-flight-military-aircraft-army-airplane-isolated-on-white-background-top-view-3d.jpg,1300,731,military aircraft,273,151,1072,633
122381407-fighter-jet-plane-in-flight-military-aircraft-army-airplane-isolated-on-white-background-rear-top-vi.jpg,1300,731,military aircraft,166,90,1131,579
124307-pvcefgksqx-1563870185.jpg,1200,630,military aircraft,46,146,1022,486
1243335.jpg,1020,650,military helicopter,50,30,999,566
1243355.jpg,1012,645,military helicopter,34,290,907,499
1280px-usmc-100330-m-6001s-290.jpg,780,488,military tank,15,164,536,323
1280x720_51124p00-nipxb.jpg,1280,720,military helicopter,116,133,1196,609
12lead3.jpg,300,300,military truck,15,97,291,240
12x12-Pic-3.jpg,700,420,military truck,31,36,644,394
1300x551_Top-View-Camera.jpg,1300,551,civilian car,493,177,754,279
1305552-bigthumbnail.jpg,450,311,military aircraft,81,102,359,167
1305552-bigthumbnail.jpg,450,311,military aircraft,206,174,444,295
1309lori1cover.jpg,595,300,military truck,52,1,557,288
1345454046_6c97d12f99_b.jpg,750,1000,military tank,148,46,586,954
13541743-illustration-of-a-military-tank.jpg,1300,641,military tank,119,57,1263,572
13625510-high-detailed-vector-illustration-of-a-modern-military-airplane-top-view-with-six-camouflage-pattern.jpg,1300,1187,military aircraft,709,13,1296,304
13625510-high-detailed-vector-illustration-of-a-modern-military-airplane-top-view-with-six-camouflage-pattern.jpg,1300,1187,military aircraft,27,19,569,322
13625510-high-detailed-vector-illustration-of-a-modern-military-airplane-top-view-with-six-camouflage-pattern.jpg,1300,1187,military aircraft,28,395,576,746
13625510-high-detailed-vector-illustration-of-a-modern-military-airplane-top-view-with-six-camouflage-pattern.jpg,1300,1187,military aircraft,696,388,1266,720
13625510-high-detailed-vector-illustration-of-a-modern-military-airplane-top-view-with-six-camouflage-pattern.jpg,1300,1187,military aircraft,13,820,575,1137
13625510-high-detailed-vector-illustration-of-a-modern-military-airplane-top-view-with-six-camouflage-pattern.jpg,1300,1187,military aircraft,696,821,1256,1140
136903309_15162328297931n.jpg,900,599,military aircraft,10,169,630,407
136926792_15169696659001n.jpg,900,630,military truck,525,216,832,517
136926792_15169696659001n.jpg,900,630,military truck,47,237,434,554
136926792_15169696817431n.jpg,900,552,military truck,68,189,332,482
136926792_15169696817431n.jpg,900,552,military truck,372,290,591,466
136926792_15169696817431n.jpg,900,552,military truck,573,156,665,316
136926792_15169696817431n.jpg,900,552,military truck,846,134,882,187
136926792_15169696817431n.jpg,900,552,military tank,681,174,768,250
1373df35948c7e058aced5480c989885.jpg,900,400,military truck,276,95,709,391
1373df35948c7e058aced5480c989885.jpg,900,400,military truck,143,164,276,281
137622706_15428753995181n.jpg,899,567,civilian aircraft,28,108,870,394
13825c10869331.57816087a9b2a.jpg,1778,1000,military truck,160,111,1629,888
138626352_15761560401421n.jpg,900,592,military helicopter,152,70,843,473
1391360424loadout_abramsm1a1.jpg,550,433,military tank,24,24,533,184
1391360424loadout_abramsm1a1.jpg,550,433,military tank,36,213,533,406
13CHARACTER1-articleLarge.jpg,600,400,military tank,17,6,591,386
14.jpg,1000,1000,military truck,28,253,983,766
1405.jpg,3608,2706,civilian car,136,600,3419,2077
141-1417188_race-car-clipart-birds-eye-view-top-view.jpg,920,980,civilian car,271,28,651,849
141-1417286_red-ferrari-top-view-car-car-png-from.jpg,920,588,civilian car,80,32,846,480
141-1417393_car-top-view-png.jpg,920,473,civilian car,59,42,853,410
142-1427214_jet-fighter-png-pic-military-plane-top-view(1).jpg,920,801,military aircraft,239,44,691,793
1438958d1447389572-mitsubishi-wants-enter-commercial-aircraft-sector-completes-maiden-test-flight-wallpaper04_l.jpg,1920,1080,civilian aircraft,202,396,1820,845
1438961d1447389572-mitsubishi-wants-enter-commercial-aircraft-sector-completes-maiden-test-flight-9.jpg,1024,595,civilian aircraft,88,49,1017,377
144150529-97538053-1551921451.jpg,320,320,military tank,7,62,290,261
1444315991-oxhuntingranch.jpg,1024,768,military tank,139,85,853,536
1447586956m_SPLASH.jpg,499,249,military helicopter,72,7,410,190
1449650017680.jpg,1133,532,military tank,19,14,1111,506
1450501964_nBLkGF_russia-missile-shutterstock-870.jpg,680,450,military truck,303,189,662,358
1450501964_nBLkGF_russia-missile-shutterstock-870.jpg,680,450,military truck,121,251,286,344
1450501964_nBLkGF_russia-missile-shutterstock-870.jpg,680,450,military truck,3,269,110,342
